,ship mode,segment,state,region,category,sub-category,sales,quantity,discount,profit,unit price,profit margin,is discounted,profit per item,is profited,city tier
1491,standard ,corporate,new york,east,office supplies,paper,5.88,1,0.0,2.88,5.88,48.98,0,2.88,1,1
1492,standard ,corporate,new york,east,furniture,chairs,977.29,6,10.0,173.74,162.88166666666666,17.78,1,28.96,1,1
1493,standard ,corporate,washington,west,furniture,furnishings,9.64,2,0.0,3.66,4.82,37.97,0,1.83,1,3
1494,second ,consumer,georgia,south,office supplies,art,40.05,3,0.0,11.21,13.35,27.99,0,3.74,1,1
1495,standard ,consumer,texas,central,office supplies,art,10.19,7,20.0,3.18,1.4557142857142857,31.21,1,0.45,1,5
1496,standard ,consumer,texas,central,office supplies,storage,16.78,1,20.0,-0.21,16.78,-1.25,1,-0.21,0,5
1497,standard ,consumer,texas,central,office supplies,art,13.12,5,20.0,3.77,2.6239999999999997,28.73,1,0.75,1,5
1498,first ,home office,california,west,office supplies,binders,18.16,5,20.0,6.58,3.632,36.23,1,1.32,1,1
1499,standard ,consumer,texas,central,office supplies,paper,16.06,3,20.0,5.82,5.353333333333333,36.24,1,1.94,1,1
1500,standard ,consumer,texas,central,office supplies,paper,223.06,9,20.0,69.7,24.784444444444446,31.25,1,7.74,1,1
1501,standard ,consumer,texas,central,office supplies,storage,540.05,3,20.0,-47.25,180.01666666666665,-8.75,1,-15.75,0,1
1502,standard ,home office,california,west,technology,phones,33.52,2,20.0,3.35,16.76,9.99,1,1.68,1,1
1503,standard ,home office,california,west,furniture,furnishings,9.94,2,0.0,3.08,4.97,30.99,0,1.54,1,1
1504,standard ,home office,california,west,office supplies,art,6.72,4,0.0,3.36,1.68,50.0,0,0.84,1,1
1505,standard ,home office,california,west,furniture,tables,1004.98,6,20.0,-175.87,167.49666666666667,-17.5,1,-29.31,0,1
1506,standard ,consumer,new york,east,office supplies,binders,17.88,3,20.0,5.59,5.96,31.26,1,1.86,1,1
1507,standard ,consumer,georgia,south,technology,machines,396.0,4,0.0,190.08,99.0,48.0,0,47.52,1,1
1508,same day,home office,nebraska,central,office supplies,binders,34.5,3,0.0,15.52,11.5,44.99,0,5.17,1,1
1509,first ,consumer,california,west,furniture,furnishings,8.36,2,0.0,3.01,4.18,36.0,0,1.5,1,1
1510,standard ,corporate,california,west,office supplies,art,385.6,8,0.0,111.82,48.2,29.0,0,13.98,1,2
1511,standard ,corporate,california,west,office supplies,art,35.82,9,0.0,11.82,3.98,33.0,0,1.31,1,2
1512,standard ,consumer,texas,central,office supplies,storage,200.06,3,20.0,12.5,66.68666666666667,6.25,1,4.17,1,1
1513,standard ,consumer,texas,central,office supplies,binders,21.38,5,80.0,-33.14,4.276,-155.0,1,-6.63,0,1
1514,standard ,consumer,texas,central,office supplies,binders,6.74,4,80.0,-11.46,1.685,-170.03,1,-2.87,0,1
1515,standard ,consumer,pennsylvania,east,furniture,chairs,63.69,1,30.0,-9.1,63.69,-14.29,1,-9.1,0,1
1516,second ,consumer,nevada,west,furniture,tables,1669.6,4,0.0,116.87,417.4,7.0,0,29.22,1,1
1517,second ,consumer,washington,west,office supplies,binders,83.84,2,20.0,27.25,41.92,32.5,1,13.62,1,1
1518,second ,consumer,washington,west,office supplies,binders,13.27,3,20.0,4.31,4.423333333333333,32.48,1,1.44,1,1
1519,second ,corporate,california,west,office supplies,binders,21.34,7,20.0,7.73,3.0485714285714285,36.22,1,1.1,1,1
1520,standard ,home office,illinois,central,office supplies,art,16.52,5,20.0,2.06,3.304,12.47,1,0.41,1,1
1521,standard ,consumer,arizona,west,furniture,furnishings,206.11,6,20.0,48.95,34.35166666666667,23.75,1,8.16,1,1
1522,standard ,consumer,arizona,west,office supplies,paper,19.92,5,20.0,6.72,3.9840000000000004,33.73,1,1.34,1,1
1523,standard ,consumer,arizona,west,office supplies,paper,198.27,8,20.0,61.96,24.78375,31.25,1,7.75,1,1
1524,standard ,consumer,arizona,west,office supplies,storage,247.1,6,20.0,-58.69,41.18333333333333,-23.75,1,-9.78,0,1
1525,standard ,consumer,arizona,west,office supplies,art,86.3,6,20.0,9.71,14.383333333333333,11.25,1,1.62,1,1
1526,standard ,consumer,pennsylvania,east,office supplies,art,4.16,2,20.0,0.36,2.08,8.65,1,0.18,0,3
1527,standard ,consumer,pennsylvania,east,furniture,furnishings,11.65,2,20.0,3.35,5.825,28.76,1,1.68,1,3
1528,second ,corporate,delaware,east,office supplies,fasteners,26.18,7,0.0,0.52,3.7399999999999998,1.99,0,0.07,0,1
1529,second ,corporate,delaware,east,office supplies,paper,7.3,2,0.0,3.43,3.65,46.99,0,1.72,1,1
1530,standard ,corporate,florida,south,office supplies,paper,74.35,3,20.0,23.24,24.78333333333333,31.26,1,7.75,1,1
1531,standard ,consumer,arizona,west,office supplies,storage,10.74,1,20.0,0.81,10.74,7.54,1,0.81,0,3
1532,standard ,consumer,arizona,west,office supplies,fasteners,8.38,3,20.0,2.72,2.7933333333333334,32.46,1,0.91,1,3
1533,standard ,corporate,new york,east,office supplies,storage,212.88,6,0.0,0.0,35.48,0.0,0,0.0,0,1
1534,standard ,home office,california,west,furniture,bookcases,203.98,2,15.0,16.8,101.99,8.24,1,8.4,1,4
1535,standard ,corporate,new jersey,east,office supplies,storage,40.74,3,0.0,0.41,13.58,1.01,0,0.14,0,5
1536,standard ,corporate,new jersey,east,office supplies,appliances,11.67,3,0.0,3.03,3.89,25.96,0,1.01,1,5
1537,second ,consumer,massachusetts,east,technology,phones,39.99,1,0.0,11.6,39.99,29.01,0,11.6,1,1
1538,second ,consumer,massachusetts,east,office supplies,art,16.28,2,0.0,6.51,8.14,39.99,0,3.25,1,1
1539,second ,consumer,massachusetts,east,furniture,bookcases,782.94,3,0.0,203.56,260.98,26.0,0,67.85,1,1
1540,second ,consumer,massachusetts,east,office supplies,binders,242.48,7,0.0,116.39,34.64,48.0,0,16.63,1,1
1541,second ,consumer,ohio,east,furniture,furnishings,8.32,5,20.0,2.29,1.6640000000000001,27.52,1,0.46,1,1
1542,second ,consumer,ohio,east,office supplies,fasteners,10.46,6,20.0,1.7,1.7433333333333334,16.25,1,0.28,1,1
1543,standard ,home office,california,west,office supplies,binders,82.9,3,20.0,29.01,27.633333333333336,34.99,1,9.67,1,1
1544,standard ,home office,california,west,office supplies,paper,34.24,4,0.0,16.09,8.56,46.99,0,4.02,1,1
1545,second ,corporate,new york,east,furniture,bookcases,1573.49,7,20.0,196.69,224.78428571428572,12.5,1,28.1,1,1
1546,standard ,corporate,texas,central,office supplies,paper,335.52,4,20.0,117.43,83.88,35.0,1,29.36,1,1
1547,standard ,corporate,texas,central,office supplies,binders,23.91,2,80.0,-40.65,11.955,-170.01,1,-20.32,0,1
1548,standard ,corporate,texas,central,office supplies,storage,27.06,2,20.0,2.37,13.53,8.76,1,1.19,1,1
1549,first ,consumer,new york,east,technology,copiers,559.99,1,20.0,175.0,559.99,31.25,1,175.0,1,1
1550,second ,home office,texas,central,office supplies,appliances,9.32,6,80.0,-24.71,1.5533333333333335,-265.13,1,-4.12,0,1
1551,standard ,consumer,california,west,office supplies,paper,111.96,2,0.0,54.86,55.98,49.0,0,27.43,1,1
1552,first ,home office,wisconsin,central,office supplies,labels,21.56,7,0.0,10.35,3.0799999999999996,48.01,0,1.48,1,2
1553,standard ,consumer,kentucky,south,office supplies,binders,124.75,5,0.0,57.38,24.95,46.0,0,11.48,1,1
1554,standard ,corporate,washington,west,office supplies,art,5.28,3,0.0,1.53,1.76,28.98,0,0.51,1,5
1555,standard ,consumer,new york,east,technology,accessories,91.96,4,0.0,39.54,22.99,43.0,0,9.88,1,1
1556,standard ,consumer,pennsylvania,east,office supplies,envelopes,9.34,1,20.0,3.5,9.34,37.47,1,3.5,1,1
1557,standard ,consumer,pennsylvania,east,office supplies,art,79.36,5,20.0,9.92,15.872,12.5,1,1.98,1,1
1558,second ,consumer,washington,west,furniture,tables,171.96,2,0.0,44.71,85.98,26.0,0,22.36,1,1
1559,standard ,corporate,washington,west,office supplies,binders,35.35,9,20.0,12.82,3.927777777777778,36.27,1,1.42,1,1
1560,standard ,home office,california,west,office supplies,labels,18.9,6,0.0,9.07,3.15,47.99,0,1.51,1,1
1561,first ,home office,washington,west,office supplies,art,2.78,1,0.0,0.72,2.78,25.9,0,0.72,0,1
1562,same day,consumer,new york,east,furniture,tables,1044.63,5,40.0,-295.98,208.92600000000002,-28.33,1,-59.2,0,1
1563,same day,consumer,pennsylvania,east,office supplies,paper,11.35,3,20.0,4.12,3.783333333333333,36.3,1,1.37,1,1
1564,same day,consumer,south carolina,south,office supplies,storage,354.9,5,0.0,17.74,70.97999999999999,5.0,0,3.55,1,1
1565,standard ,home office,washington,west,technology,phones,453.58,3,20.0,39.69,151.19333333333333,8.75,1,13.23,1,1
1566,first ,consumer,texas,central,technology,accessories,21.48,3,20.0,-0.27,7.16,-1.26,1,-0.09,0,4
1567,first ,consumer,texas,central,office supplies,binders,8.78,4,80.0,-13.62,2.195,-155.13,1,-3.4,0,4
1568,same day,consumer,california,west,office supplies,paper,122.97,3,0.0,60.26,40.99,49.0,0,20.09,1,1
1569,standard ,corporate,georgia,south,office supplies,art,12.84,3,0.0,3.72,4.28,28.97,0,1.24,1,1
1570,first ,consumer,california,west,furniture,chairs,603.92,5,20.0,-67.94,120.78399999999999,-11.25,1,-13.59,0,1
1571,first ,consumer,california,west,office supplies,envelopes,21.84,3,0.0,10.48,7.28,47.99,0,3.49,1,1
1572,first ,consumer,california,west,technology,accessories,29.99,1,0.0,6.3,29.99,21.01,0,6.3,1,1
1573,first ,consumer,california,west,furniture,chairs,381.44,2,20.0,23.84,190.72,6.25,1,11.92,1,1
1574,first ,consumer,texas,central,technology,phones,40.68,3,20.0,-9.15,13.56,-22.49,1,-3.05,0,2
1575,first ,consumer,texas,central,furniture,chairs,763.28,5,30.0,-21.81,152.656,-2.86,1,-4.36,0,2
1576,standard ,home office,illinois,central,office supplies,storage,23.95,2,20.0,2.4,11.975,10.02,1,1.2,1,1
1577,standard ,home office,alabama,south,office supplies,paper,4.98,1,0.0,2.44,4.98,49.0,0,2.44,1,1
1578,first ,consumer,new york,east,office supplies,appliances,170.88,3,0.0,49.56,56.96,29.0,0,16.52,1,1
1579,first ,consumer,new york,east,technology,phones,307.98,2,0.0,89.31,153.99,29.0,0,44.66,1,1
1580,first ,consumer,new york,east,furniture,tables,382.81,9,40.0,-153.12,42.534444444444446,-40.0,1,-17.01,0,1
1581,first ,consumer,new york,east,office supplies,storage,41.96,2,0.0,2.94,20.98,7.01,0,1.47,1,1
1582,first ,consumer,new york,east,office supplies,binders,1217.57,2,20.0,456.59,608.785,37.5,1,228.29,1,1
1583,first ,consumer,new york,east,furniture,furnishings,47.04,3,0.0,18.35,15.68,39.01,0,6.12,1,1
1584,first ,consumer,new york,east,furniture,furnishings,6.16,2,0.0,2.96,3.08,48.05,0,1.48,1,1
1585,first ,consumer,new york,east,technology,phones,979.95,5,0.0,274.39,195.99,28.0,0,54.88,1,1
1586,first ,consumer,new york,east,office supplies,paper,143.7,3,0.0,68.98,47.9,48.0,0,22.99,1,1
1587,first ,consumer,new york,east,office supplies,fasteners,10.65,3,0.0,5.01,3.5500000000000003,47.04,0,1.67,1,1
1588,first ,consumer,new york,east,technology,accessories,247.8,4,0.0,34.69,61.95,14.0,0,8.67,1,1
1589,standard ,corporate,virginia,south,office supplies,art,10.96,4,0.0,2.96,2.74,27.01,0,0.74,1,1
1590,standard ,corporate,texas,central,office supplies,art,33.49,7,20.0,5.86,4.784285714285715,17.5,1,0.84,1,5
1591,standard ,corporate,texas,central,office supplies,fasteners,8.04,5,20.0,2.91,1.6079999999999999,36.19,1,0.58,1,5
1592,second ,consumer,washington,west,technology,phones,201.57,4,20.0,22.68,50.3925,11.25,1,5.67,1,3
1593,same day,consumer,california,west,office supplies,paper,13.44,3,0.0,6.59,4.4799999999999995,49.03,0,2.2,1,1
1594,first ,home office,illinois,central,furniture,bookcases,359.06,3,30.0,-35.91,119.68666666666667,-10.0,1,-11.97,0,2
1595,standard ,consumer,ohio,east,furniture,chairs,47.99,2,30.0,-2.06,23.995,-4.29,1,-1.03,0,1
1596,first ,corporate,new york,east,furniture,furnishings,547.3,13,0.0,175.14,42.099999999999994,32.0,0,13.47,1,1
1597,second ,consumer,texas,central,office supplies,paper,16.9,4,20.0,5.28,4.225,31.24,1,1.32,1,2
1598,second ,consumer,texas,central,office supplies,supplies,6.67,1,20.0,0.5,6.67,7.5,1,0.5,0,2
1599,second ,consumer,texas,central,office supplies,art,99.14,4,20.0,8.67,24.785,8.75,1,2.17,1,2
1600,second ,consumer,texas,central,furniture,furnishings,15.99,2,60.0,-13.99,7.995,-87.49,1,-7.0,0,2
1601,second ,corporate,delaware,east,furniture,furnishings,211.96,2,0.0,42.39,105.98,20.0,0,21.2,1,1
1602,standard ,consumer,tennessee,south,office supplies,art,6.67,3,20.0,1.67,2.223333333333333,25.04,1,0.56,1,2
1603,standard ,consumer,delaware,east,office supplies,art,155.94,6,0.0,45.22,25.99,29.0,0,7.54,1,1
1604,second ,consumer,california,west,technology,phones,39.96,5,20.0,12.99,7.992,32.51,1,2.6,1,1
1605,second ,consumer,california,west,office supplies,art,5.46,3,0.0,1.53,1.82,28.02,0,0.51,1,1
1606,second ,consumer,california,west,office supplies,art,73.2,5,0.0,21.23,14.64,29.0,0,4.25,1,1
1607,second ,consumer,california,west,office supplies,binders,5.84,1,20.0,1.97,5.84,33.73,1,1.97,1,1
1608,second ,consumer,california,west,office supplies,paper,22.72,4,0.0,10.22,5.68,44.98,0,2.56,1,1
1609,second ,consumer,california,west,office supplies,binders,9.34,3,20.0,3.27,3.1133333333333333,35.01,1,1.09,1,1
1610,standard ,corporate,california,west,furniture,bookcases,290.67,2,15.0,27.36,145.335,9.41,1,13.68,1,1
1611,standard ,corporate,california,west,technology,phones,201.58,2,20.0,20.16,100.79,10.0,1,10.08,1,1
1612,standard ,corporate,california,west,technology,phones,83.98,2,20.0,31.49,41.99,37.5,1,15.74,1,1
1613,standard ,corporate,california,west,office supplies,storage,1000.02,7,0.0,290.01,142.85999999999999,29.0,0,41.43,1,1
1614,standard ,home office,pennsylvania,east,technology,accessories,83.98,3,20.0,-13.65,27.993333333333336,-16.25,1,-4.55,0,1
1615,standard ,home office,minnesota,central,office supplies,labels,3.75,1,0.0,1.8,3.75,48.0,0,1.8,1,4
1616,standard ,home office,minnesota,central,office supplies,labels,41.4,4,0.0,19.87,10.35,48.0,0,4.97,1,4
1617,standard ,home office,minnesota,central,office supplies,art,29.79,3,0.0,12.51,9.93,41.99,0,4.17,1,4
1618,second ,home office,new york,east,office supplies,storage,59.48,2,0.0,8.92,29.74,15.0,0,4.46,1,1
1619,second ,home office,new york,east,office supplies,paper,6.69,1,0.0,3.08,6.69,46.04,0,3.08,1,1
1620,standard ,consumer,washington,west,furniture,furnishings,198.46,2,0.0,99.23,99.23,50.0,0,49.62,1,2
1621,standard ,consumer,washington,west,office supplies,labels,786.48,8,0.0,385.38,98.31,49.0,0,48.17,1,2
1622,standard ,consumer,washington,west,office supplies,binders,23.17,2,20.0,7.82,11.585,33.75,1,3.91,1,2
1623,standard ,consumer,washington,west,technology,accessories,50.0,2,0.0,10.5,25.0,21.0,0,5.25,1,2
1624,standard ,consumer,california,west,technology,phones,675.96,5,20.0,84.5,135.192,12.5,1,16.9,1,1
1625,standard ,consumer,california,west,technology,accessories,1265.85,3,0.0,556.97,421.95,44.0,0,185.66,1,1
1626,standard ,home office,new york,east,office supplies,appliances,523.25,5,0.0,141.28,104.65,27.0,0,28.26,1,1
1627,standard ,consumer,louisiana,south,furniture,chairs,517.5,6,0.0,155.25,86.25,30.0,0,25.88,1,1
1628,second ,consumer,ohio,east,furniture,furnishings,17.92,5,20.0,2.46,3.5840000000000005,13.73,1,0.49,1,1
1629,second ,consumer,ohio,east,office supplies,binders,41.26,6,70.0,-34.38,6.876666666666666,-83.33,1,-5.73,0,1
1630,same day,consumer,ohio,east,office supplies,storage,1006.06,3,20.0,88.03,335.3533333333333,8.75,1,29.34,1,1
1631,same day,consumer,ohio,east,office supplies,paper,10.69,2,20.0,3.74,5.345,34.99,1,1.87,1,1
1632,same day,consumer,ohio,east,office supplies,paper,10.37,2,20.0,3.63,5.185,35.0,1,1.81,1,1
1633,same day,consumer,ohio,east,office supplies,storage,25.12,2,20.0,1.57,12.56,6.25,1,0.79,1,1
1634,same day,consumer,ohio,east,technology,accessories,58.11,2,20.0,7.26,29.055,12.49,1,3.63,1,1
1635,standard ,consumer,oregon,west,office supplies,paper,15.55,3,20.0,5.44,5.183333333333334,34.98,1,1.81,1,3
1636,standard ,consumer,oregon,west,office supplies,storage,669.08,5,20.0,-167.27,133.816,-25.0,1,-33.45,0,3
1637,standard ,consumer,oregon,west,technology,phones,438.34,4,20.0,-87.67,109.585,-20.0,1,-21.92,0,3
1638,standard ,consumer,district of columbia,east,office supplies,paper,19.44,3,0.0,9.33,6.48,47.99,0,3.11,1,2
1639,standard ,consumer,district of columbia,east,office supplies,binders,9.64,2,0.0,4.43,4.82,45.95,0,2.21,1,2
1640,standard ,consumer,district of columbia,east,office supplies,paper,12.7,2,0.0,5.84,6.35,45.98,0,2.92,1,2
1641,standard ,consumer,district of columbia,east,furniture,furnishings,41.37,3,0.0,17.38,13.79,42.01,0,5.79,1,2
1642,standard ,corporate,illinois,central,office supplies,fasteners,12.62,2,20.0,3.94,6.31,31.22,1,1.97,1,3
1643,first ,corporate,washington,west,office supplies,storage,1247.64,3,0.0,349.34,415.88000000000005,28.0,0,116.45,1,1
1644,first ,corporate,washington,west,technology,copiers,3149.93,7,0.0,1480.47,449.98999999999995,47.0,0,211.5,1,1
1645,first ,corporate,washington,west,office supplies,paper,209.7,2,0.0,100.66,104.85,48.0,0,50.33,1,1
1646,first ,home office,pennsylvania,east,technology,accessories,35.36,2,20.0,-3.09,17.68,-8.74,1,-1.54,0,1
1647,first ,home office,pennsylvania,east,office supplies,fasteners,3.17,2,20.0,-0.71,1.585,-22.4,1,-0.35,0,1
1648,second ,consumer,pennsylvania,east,office supplies,binders,121.1,6,70.0,-100.92,20.183333333333334,-83.34,1,-16.82,0,1
1649,second ,consumer,pennsylvania,east,technology,phones,45.89,1,40.0,-9.18,45.89,-20.0,1,-9.18,0,1
1650,same day,corporate,california,west,office supplies,paper,109.92,2,0.0,53.86,54.96,49.0,0,26.93,1,1
1651,same day,corporate,california,west,office supplies,paper,13.36,2,0.0,6.41,6.68,47.98,0,3.21,1,1
1652,first ,consumer,washington,west,office supplies,storage,169.68,6,0.0,45.81,28.28,27.0,0,7.64,1,1
1653,first ,consumer,washington,west,technology,accessories,132.52,4,0.0,54.33,33.13,41.0,0,13.58,1,1
1654,first ,consumer,washington,west,office supplies,fasteners,2.96,2,0.0,1.42,1.48,47.97,0,0.71,1,1
1655,first ,consumer,washington,west,office supplies,binders,8.45,2,20.0,2.96,4.225,35.03,1,1.48,1,1
1656,first ,consumer,washington,west,office supplies,storage,95.94,3,0.0,9.59,31.98,10.0,0,3.2,1,1
1657,first ,consumer,wisconsin,central,furniture,furnishings,34.79,7,0.0,10.78,4.97,30.99,0,1.54,1,1
1658,standard ,consumer,california,west,technology,phones,160.78,3,20.0,10.05,53.593333333333334,6.25,1,3.35,1,1
1659,standard ,consumer,washington,west,office supplies,binders,88.75,3,20.0,27.74,29.583333333333332,31.26,1,9.25,1,1
1660,standard ,consumer,washington,west,office supplies,binders,13.9,2,20.0,5.21,6.95,37.48,1,2.6,1,1
1661,standard ,corporate,pennsylvania,east,technology,phones,677.58,5,40.0,-158.1,135.51600000000002,-23.33,1,-31.62,0,1
1662,standard ,corporate,pennsylvania,east,office supplies,binders,13.9,3,70.0,-9.26,4.633333333333334,-66.62,1,-3.09,0,1
1663,second ,consumer,texas,central,office supplies,storage,41.92,5,20.0,3.67,8.384,8.75,1,0.73,1,1
1664,second ,consumer,texas,central,technology,accessories,297.58,3,20.0,-7.44,99.19333333333333,-2.5,1,-2.48,0,1
1665,second ,consumer,texas,central,office supplies,fasteners,4.34,3,20.0,0.87,1.4466666666666665,20.05,1,0.29,0,1
1666,second ,consumer,texas,central,technology,accessories,94.99,2,20.0,-2.37,47.495,-2.49,1,-1.19,0,1
1667,second ,consumer,texas,central,office supplies,paper,74.35,3,20.0,23.24,24.78333333333333,31.26,1,7.75,1,1
1668,second ,consumer,texas,central,office supplies,art,14.04,3,20.0,1.58,4.68,11.25,1,0.53,1,1
1669,standard ,consumer,new york,east,furniture,tables,1018.1,4,40.0,-373.3,254.525,-36.67,1,-93.33,0,1
1670,standard ,consumer,texas,central,technology,phones,16.68,3,20.0,5.21,5.56,31.24,1,1.74,1,1
1671,first ,corporate,nevada,west,technology,accessories,58.58,2,0.0,19.33,29.29,33.0,0,9.66,1,1
1672,standard ,consumer,texas,central,technology,phones,167.97,4,20.0,62.99,41.9925,37.5,1,15.75,1,2
1673,first ,consumer,virginia,south,office supplies,labels,196.62,2,0.0,96.34,98.31,49.0,0,48.17,1,2
1674,standard ,corporate,texas,central,furniture,furnishings,21.94,2,60.0,-10.42,10.97,-47.49,1,-5.21,0,1
1675,standard ,corporate,texas,central,office supplies,binders,6.59,3,80.0,-10.21,2.1966666666666668,-154.93,1,-3.4,0,1
1676,standard ,consumer,california,west,office supplies,storage,104.28,3,0.0,26.07,34.76,25.0,0,8.69,1,1
1677,standard ,consumer,california,west,office supplies,paper,17.94,3,0.0,8.79,5.98,49.0,0,2.93,1,1
1678,standard ,corporate,pennsylvania,east,office supplies,storage,64.78,1,20.0,-14.58,64.78,-22.51,1,-14.58,0,1
1679,standard ,corporate,pennsylvania,east,technology,phones,32.38,3,40.0,4.32,10.793333333333335,13.34,1,1.44,1,1
1680,standard ,corporate,pennsylvania,east,furniture,furnishings,42.37,2,20.0,8.47,21.185,19.99,1,4.24,1,1
1681,standard ,corporate,pennsylvania,east,technology,machines,399.54,4,70.0,-559.36,99.885,-140.0,1,-139.84,0,1
1682,second ,consumer,california,west,office supplies,paper,18.97,1,0.0,9.11,18.97,48.02,0,9.11,1,1
1683,standard ,corporate,california,west,furniture,furnishings,14.82,3,0.0,6.22,4.94,41.97,0,2.07,1,1
1684,first ,corporate,pennsylvania,east,office supplies,appliances,99.28,2,20.0,12.41,49.64,12.5,1,6.21,1,1
1685,first ,corporate,pennsylvania,east,office supplies,binders,1.19,2,70.0,-0.99,0.595,-83.19,1,-0.49,0,1
1686,first ,corporate,pennsylvania,east,office supplies,binders,7.52,2,70.0,-5.76,3.76,-76.6,1,-2.88,0,1
1687,first ,consumer,pennsylvania,east,office supplies,paper,10.37,2,20.0,3.63,5.185,35.0,1,1.81,1,1
1688,first ,consumer,pennsylvania,east,furniture,furnishings,310.88,2,20.0,23.32,155.44,7.5,1,11.66,1,1
1689,standard ,consumer,pennsylvania,east,furniture,tables,853.09,6,40.0,-227.49,142.18166666666667,-26.67,1,-37.91,0,1
1690,standard ,consumer,indiana,central,office supplies,paper,33.45,5,0.0,15.39,6.69,46.01,0,3.08,1,1
1691,standard ,consumer,indiana,central,office supplies,binders,10.4,5,0.0,5.1,2.08,49.04,0,1.02,1,1
1692,standard ,consumer,ohio,east,furniture,furnishings,21.88,5,20.0,6.29,4.3759999999999994,28.75,1,1.26,1,1
1693,second ,home office,texas,central,technology,accessories,13.62,2,20.0,3.57,6.81,26.21,1,1.78,1,2
1694,second ,home office,new jersey,east,technology,accessories,63.96,4,0.0,19.83,15.99,31.0,0,4.96,1,4
1695,second ,home office,new jersey,east,office supplies,binders,14.46,3,0.0,7.09,4.82,49.03,0,2.36,1,4
1696,second ,home office,new jersey,east,technology,phones,104.98,2,0.0,52.49,52.49,50.0,0,26.25,1,4
1697,standard ,consumer,california,west,office supplies,appliances,106.96,2,0.0,31.02,53.48,29.0,0,15.51,1,1
1698,standard ,consumer,california,west,office supplies,labels,21.56,7,0.0,10.35,3.0799999999999996,48.01,0,1.48,1,1
1699,second ,consumer,washington,west,furniture,tables,515.88,6,0.0,113.49,85.98,22.0,0,18.91,1,1
1700,second ,consumer,new york,east,office supplies,binders,11.81,2,20.0,4.28,5.905,36.24,1,2.14,1,1
1701,second ,consumer,new york,east,furniture,chairs,1931.04,9,10.0,321.84,214.56,16.67,1,35.76,1,1
1702,second ,consumer,new york,east,office supplies,paper,9.96,2,0.0,4.68,4.98,46.99,0,2.34,1,1
1703,standard ,home office,california,west,office supplies,fasteners,12.35,5,0.0,5.8,2.4699999999999998,46.96,0,1.16,1,1
1704,same day,consumer,arizona,west,office supplies,binders,9.7,3,70.0,-7.11,3.233333333333333,-73.3,1,-2.37,0,2
1705,standard ,consumer,pennsylvania,east,office supplies,binders,11.61,2,70.0,-9.29,5.805,-80.02,1,-4.64,0,1
1706,standard ,consumer,california,west,office supplies,labels,43.86,6,0.0,20.61,7.31,46.99,0,3.44,1,1
1707,standard ,consumer,california,west,technology,phones,148.48,2,20.0,16.7,74.24,11.25,1,8.35,1,1
1708,standard ,consumer,california,west,office supplies,paper,7.42,2,0.0,3.71,3.71,50.0,0,1.85,1,1
1709,standard ,consumer,california,west,furniture,chairs,71.99,1,20.0,-0.9,71.99,-1.25,1,-0.9,0,1
1710,standard ,consumer,california,west,office supplies,art,19.9,5,0.0,6.57,3.9799999999999995,33.02,0,1.31,1,1
1711,standard ,consumer,california,west,office supplies,appliances,1702.12,14,0.0,510.64,121.58,30.0,0,36.47,1,1
1712,standard ,consumer,texas,central,office supplies,paper,14.3,6,20.0,5.01,2.3833333333333333,35.03,1,0.83,1,1
1713,second ,consumer,illinois,central,furniture,tables,765.62,7,50.0,-566.56,109.37428571428572,-74.0,1,-80.94,0,1
1714,standard ,consumer,california,west,furniture,bookcases,307.67,2,15.0,-14.48,153.835,-4.71,1,-7.24,0,1
1715,standard ,consumer,new york,east,office supplies,binders,7.71,2,20.0,2.8,3.855,36.32,1,1.4,1,1
1716,standard ,consumer,new york,east,office supplies,appliances,242.9,5,0.0,70.44,48.58,29.0,0,14.09,1,1
1717,standard ,consumer,new york,east,office supplies,storage,454.9,5,0.0,0.0,90.97999999999999,0.0,0,0.0,0,1
1718,standard ,consumer,new york,east,furniture,furnishings,35.92,4,0.0,15.09,8.98,42.01,0,3.77,1,1
1719,standard ,consumer,new york,east,furniture,furnishings,39.76,8,0.0,12.33,4.97,31.01,0,1.54,1,1
1720,standard ,consumer,new york,east,office supplies,binders,47.74,4,20.0,14.92,11.935,31.25,1,3.73,1,1
1721,standard ,consumer,illinois,central,technology,phones,159.98,2,20.0,12.0,79.99,7.5,1,6.0,1,1
1722,standard ,consumer,illinois,central,technology,accessories,255.97,4,20.0,51.19,63.9925,20.0,1,12.8,1,1
1723,standard ,consumer,illinois,central,furniture,bookcases,359.06,3,30.0,-71.81,119.68666666666667,-20.0,1,-23.94,0,1
1724,first ,consumer,pennsylvania,east,office supplies,appliances,434.35,3,20.0,43.44,144.78333333333333,10.0,1,14.48,1,1
1725,first ,consumer,pennsylvania,east,office supplies,appliances,3.55,2,20.0,0.44,1.775,12.39,1,0.22,0,1
1726,first ,consumer,pennsylvania,east,office supplies,appliances,88.83,4,20.0,7.77,22.2075,8.75,1,1.94,1,1
1727,second ,corporate,ohio,east,furniture,tables,1048.35,5,40.0,-69.89,209.67,-6.67,1,-13.98,0,2
1728,same day,consumer,virginia,south,technology,accessories,100.0,4,0.0,21.0,25.0,21.0,0,5.25,1,1
1729,same day,consumer,virginia,south,office supplies,labels,7.83,3,0.0,3.6,2.61,45.98,0,1.2,1,1
1730,standard ,corporate,north carolina,south,office supplies,paper,96.26,8,20.0,31.28,12.0325,32.5,1,3.91,1,1
1731,standard ,corporate,north carolina,south,office supplies,paper,10.69,2,20.0,3.74,5.345,34.99,1,1.87,1,1
